"name","n_kde_cells","n_na_cells","percent_na"
"Eynhallow_GBT.FC14766_2015",198,7,3.53535353535354
"Eynhallow_GBT.FC14766_2016",197,6,3.04568527918782
"Eynhallow_GBT.FC14836_2008",432,4,0.925925925925926
"Eynhallow_GBT.FC14836_2010",425,9,2.11764705882353
"Eynhallow_GBT.FC14839_2008",234,8,3.41880341880342
"Eynhallow_GBT.FC14839_2009",207,3,1.44927536231884
"Eynhallow_GBT.FC14839_2010",387,5,1.29198966408269
"Eynhallow_GBT.FC28752_2015",313,7,2.23642172523962
"Eynhallow_GBT.FC28752_2018",422,6,1.4218009478673
"Eynhallow_GBT.FC28752_2019",561,16,2.85204991087344
"Eynhallow_GBT.FC28752_2020",233,8,3.43347639484979
"Eynhallow_GBT.FC28841_2009",276,3,1.08695652173913
"Eynhallow_GBT.FC28841_2010",305,5,1.63934426229508
"Eynhallow_GBT.FC28841_2011",446,6,1.34529147982063
"Eynhallow_GBT.FC28841_2015",305,6,1.9672131147541
"Eynhallow_GBT.FC28975_2009",558,4,0.716845878136201
"Eynhallow_GBT.FC28975_2010",594,4,0.673400673400673
"Eynhallow_GBT.FC28999_2008",323,8,2.47678018575851
"Eynhallow_GBT.FC28999_2009",240,3,1.25
"Eynhallow_GBT.FC28999_2010",257,6,2.33463035019455
"Eynhallow_GBT.FC28999_2014",195,6,3.07692307692308
"Eynhallow_GBT.FC28999_2015",223,7,3.1390134529148
"Eynhallow_GBT.FC71061_2010",697,7,1.00430416068867
"Eynhallow_GBT.FC71061_2011",666,3,0.45045045045045
"Eynhallow_GBT.FC71061_2012",492,5,1.01626016260163
"Eynhallow_GBT.FC71061_2017",900,4,0.444444444444444
"Eynhallow_GBT.FC88717_2016",256,4,1.5625
"Eynhallow_GBT.FC88748_2016",567,6,1.05820105820106
"Eynhallow_GBT.FC88748_2017",536,10,1.86567164179104
"Eynhallow_GBT.FH89003_2018",246,8,3.2520325203252
"Eynhallow_GBT.FH89003_2019",221,5,2.26244343891403
"Eynhallow_GBT.FH89003_2020",275,7,2.54545454545455
"Eynhallow_GBT.FH89004_2015",429,7,1.63170163170163
"Eynhallow_GBT.FH89004_2017",498,5,1.00401606425703
"Eynhallow_GBT.FH89004_2018",555,8,1.44144144144144
"Eynhallow_GBT.FH89005_2019",187,5,2.67379679144385
"Eynhallow_GBT.FH89005_2020",157,6,3.82165605095541
"Eynhallow_GBT.FH89008_2014",462,9,1.94805194805195
"Eynhallow_GBT.FH89013_2014",208,5,2.40384615384615
"Eynhallow_GBT.FH89013_2015",215,7,3.25581395348837
"Eynhallow_GBT.FH89014_2017",752,18,2.3936170212766
"Eynhallow_GBT.FH89016_2014",297,4,1.34680134680135
"Eynhallow_GBT.FH89016_2019",273,3,1.0989010989011
"Eynhallow_GBT.FH89016_2020",298,7,2.3489932885906
"Eynhallow_GBT.FH89017_2014",245,3,1.22448979591837
"Eynhallow_GBT.FH89018_2014",200,10,5
"Eynhallow_GBT.FH89020_2014",650,3,0.461538461538462
"Eynhallow_GBT.FH89020_2015",475,3,0.631578947368421
"Eynhallow_GBT.FH89020_2016",641,5,0.78003120124805
"Eynhallow_GBT.FH89020_2017",513,4,0.779727095516569
"Eynhallow_GBT.FH89020_2018",596,7,1.1744966442953
"Eynhallow_GBT.FH89020_2019",578,5,0.865051903114187
"Eynhallow_GBT.FH89020_2020",383,5,1.30548302872063
"Eynhallow_GBT.FH89021_2014",704,8,1.13636363636364
"Eynhallow_GBT.FH89021_2015",933,119,12.7545551982851
"Eynhallow_GBT.FH89021_2016",485,341,70.3092783505155
"Eynhallow_GBT.FH89023_2015",671,61,9.09090909090909
"Eynhallow_GBT.FH89023_2017",618,50,8.09061488673139
"Eynhallow_GBT.FH89023_2018",538,10,1.85873605947955
"Eynhallow_GBT.FH89023_2019",549,10,1.82149362477231
"Eynhallow_GBT.FH89023_2020",487,13,2.6694045174538
"Eynhallow_GBT.FH89025_2015",251,4,1.59362549800797
"Eynhallow_GBT.FH89025_2016",470,4,0.851063829787234
"Eynhallow_GBT.FH89025_2017",370,5,1.35135135135135
"Eynhallow_GBT.FH89027_2015",274,8,2.91970802919708
"Eynhallow_GBT.FH89031_2015",373,3,0.804289544235925
"Eynhallow_GBT.FH89031_2016",247,4,1.61943319838057
"Eynhallow_GBT.FH89031_2017",281,9,3.20284697508897
"Eynhallow_GBT.FH89034_2016",486,6,1.23456790123457
"Eynhallow_GBT.FH89034_2017",698,10,1.43266475644699
"Eynhallow_GBT.FH89034_2018",449,6,1.33630289532294
"Eynhallow_GBT.FH89036_2016",255,4,1.56862745098039
"Eynhallow_GBT.FH89036_2017",196,5,2.55102040816327
"Eynhallow_GBT.FH89043_2017",377,6,1.59151193633952
"Eynhallow_GBT.FH89043_2019",197,3,1.52284263959391
"Eynhallow_GBT.FH89085_2017",288,8,2.77777777777778
"Eynhallow_GBT.FH89086_2017",402,6,1.49253731343284
"Eynhallow_GBT.FH89086_2018",530,5,0.943396226415094
"Eynhallow_GBT.FH89086_2019",483,9,1.86335403726708
"Eynhallow_GBT.FH89086_2020",272,0,0
"Eynhallow_GBT.FH89088_2018",587,8,1.36286201022147
"Eynhallow_GBT.FH89089_2018",314,7,2.22929936305732
"Eynhallow_GBT.FH89089_2019",443,6,1.35440180586907
"Eynhallow_GBT.FH89089_2020",319,10,3.13479623824451
"Eynhallow_GBT.FH89090_2017",281,9,3.20284697508897
"Eynhallow_GBT.FH89091_2018",364,8,2.1978021978022
"Eynhallow_GBT.FH89093_2007",232,6,2.58620689655172
"Eynhallow_GBT.FH89093_2017",188,9,4.78723404255319
"Eynhallow_GBT.FH89093_2018",157,8,5.09554140127389
"Eynhallow_GBT.FH89093_2019",155,7,4.51612903225806
"Eynhallow_GBT.FH89093_2020",121,5,4.13223140495868
"Eynhallow_GBT.FH89095_2017",288,5,1.73611111111111
"Eynhallow_GBT.FH89096_2017",423,2,0.472813238770686
"Eynhallow_GBT.FH89099_2018",186,5,2.68817204301075
"Eynhallow_GBT.FH89099_2019",204,5,2.45098039215686
"Eynhallow_GBT.FH89102_2018",186,6,3.2258064516129
"Eynhallow_GBT.FH89102_2019",209,8,3.82775119617225
"Eynhallow_GBT.FH89102_2020",163,8,4.9079754601227
"Eynhallow_GBT.FH89108_2018",673,9,1.33729569093611
"Eynhallow_GBT.FH89108_2019",462,0,0
"Eynhallow_GBT.FP05006_2014",766,18,2.34986945169713
"Eynhallow_GBT.FP05006_2015",507,5,0.986193293885602
"Eynhallow_GBT.FP05013_2007",965,13,1.34715025906736
"Eynhallow_GBT.FP05013_2015",1122,56,4.99108734402852
"Eynhallow_GBT.FP05013_2016",845,9,1.06508875739645
"Eynhallow_GBT.FP05013_2017",829,6,0.723763570566948
"Eynhallow_GBT.FP05030_2009",221,6,2.71493212669683
"Eynhallow_GBT.FP05030_2010",271,9,3.3210332103321
"Eynhallow_GBT.FP05078_2010",196,6,3.06122448979592
"Eynhallow_GBT.FP05078_2017",354,9,2.54237288135593
"Eynhallow_GBT.FP05082_2008",242,3,1.2396694214876
"Eynhallow_GBT.FP05091_2017",582,9,1.54639175257732
"Eynhallow_GBT.FP05091_2018",499,4,0.801603206412826
"Eynhallow_GBT.FP05091_2019",773,16,2.06985769728331
"Eynhallow_GBT.FP05091_2020",576,12,2.08333333333333
"Eynhallow_GBT.FP05130_2019",482,3,0.622406639004149
"Eynhallow_GBT.FP05132_2014",424,4,0.943396226415094
"Eynhallow_GBT.FP05134_2016",399,5,1.2531328320802
"Eynhallow_GBT.FP05134_2017",403,4,0.992555831265509
"Eynhallow_GBT.FP05134_2018",539,73,13.543599257885
"Eynhallow_GBT.FP05135_2016",696,8,1.14942528735632
"Eynhallow_GBT.FP05135_2017",617,9,1.45867098865478
"Eynhallow_GBT.FP05150_2014",334,7,2.09580838323353
"Eynhallow_GBT.FP05183_2016",705,7,0.99290780141844
"Eynhallow_GBT.FP05183_2017",740,6,0.810810810810811
"Eynhallow_GBT.FP05183_2018",617,6,0.972447325769854
"Eynhallow_GBT.FP05183_2019",648,12,1.85185185185185
"Eynhallow_GBT.FP05183_2020",789,11,1.39416983523447
"Eynhallow_GBT.FP05192_2010",674,53,7.86350148367952
"Eynhallow_GBT.FP05192_2014",605,67,11.0743801652893
"Eynhallow_GBT.FP05203_2010",856,9,1.05140186915888
"Eynhallow_GBT.FP05203_2011",620,10,1.61290322580645
"Eynhallow_GBT.FP05205_2014",242,8,3.30578512396694
"Eynhallow_GBT.FP05208_2009",177,4,2.25988700564972
"Eynhallow_GBT.FP05208_2010",207,6,2.89855072463768
"Eynhallow_GBT.FP05214_2017",404,12,2.97029702970297
"Eynhallow_GBT.FP05214_2019",233,5,2.14592274678112
"Eynhallow_GBT.FP05214_2020",225,6,2.66666666666667
"Eynhallow_GBT.FP05222_2010",579,5,0.863557858376511
"Eynhallow_GBT.FP05224_2011",256,8,3.125
"Eynhallow_GBT.FP05229_2009",214,8,3.73831775700935
"Eynhallow_GBT.FP05231_2009",374,7,1.8716577540107
"Eynhallow_GBT.FP05238_2010",768,6,0.78125
"Eynhallow_GBT.FP05238_2011",551,8,1.4519056261343
"Eynhallow_GBT.FP05238_2012",618,7,1.13268608414239
"Eynhallow_GBT.FP05238_2017",567,9,1.58730158730159
"Eynhallow_GBT.FP05238_2018",436,3,0.688073394495413
"Eynhallow_GBT.FP05238_2019",395,3,0.759493670886076
"Eynhallow_GBT.FP05238_2020",613,6,0.97879282218597
"Eynhallow_GBT.FP05438_2007",745,7,0.939597315436242
"Eynhallow_GBT.FP05438_2008",472,3,0.635593220338983
"Eynhallow_GBT.FP05438_2010",681,6,0.881057268722467
"Eynhallow_GBT.FP96010_2010",512,17,3.3203125
"Eynhallow_GBT.FP96010_2011",384,9,2.34375
"Eynhallow_GBT.FP96018_2008",644,8,1.24223602484472
"Eynhallow_GBT.FP96018_2009",433,6,1.38568129330254
"Eynhallow_GBT.FP96027_2010",1058,60,5.6710775047259
"Eynhallow_GBT.FP96037_2008",658,8,1.21580547112462
"Eynhallow_GBT.FP96037_2010",714,6,0.840336134453782
"Eynhallow_GBT.FP96037_2011",689,2,0.290275761973875
"Eynhallow_GBT.FP96037_2017",844,12,1.4218009478673
"Eynhallow_GBT.FP96044_2008",216,8,3.7037037037037
"Eynhallow_GBT.FP96044_2009",453,10,2.2075055187638
"Eynhallow_GBT.FP96045_2008",605,5,0.826446280991736
"Eynhallow_GBT.FP96054_2014",707,14,1.98019801980198
"Eynhallow_GBT.FP96054_2015",622,12,1.92926045016077
"Eynhallow_GBT.FP96054_2016",881,143,16.2315550510783
"Eynhallow_GBT.FP96054_2017",605,11,1.81818181818182
"Eynhallow_GBT.FP96054_2018",766,22,2.87206266318538
"Eynhallow_GBT.FP96054_2019",664,20,3.01204819277108
"Eynhallow_GBT.FP96054_2020",666,15,2.25225225225225
"Eynhallow_GBT.FP96057_2007",437,7,1.60183066361556
"Eynhallow_GBT.FP96064_2016",274,3,1.09489051094891
"Eynhallow_GBT.FP96075_2007",729,3,0.411522633744856
"Eynhallow_GBT.FP96075_2008",713,9,1.26227208976157
"Eynhallow_GBT.FP96076_2007",539,15,2.78293135435993
"Eynhallow_GBT.FP96076_2010",646,28,4.3343653250774
"Eynhallow_GBT.FP96077_2006",344,6,1.74418604651163
"Eynhallow_GBT.FP96078_2006",474,21,4.43037974683544
"Eynhallow_GBT.FP96123_2015",345,8,2.31884057971015
"Eynhallow_GBT.FP96129_2009",369,7,1.8970189701897
"Eynhallow_GBT.FP96129_2010",454,7,1.54185022026432
"Eynhallow_GBT.FP96129_2011",392,10,2.55102040816327
"Eynhallow_GBT.FP96129_2012",151,7,4.63576158940397
"Eynhallow_GBT.FP96139_2010",595,25,4.20168067226891
"Eynhallow_GBT.FP96139_2011",625,105,16.8
"Eynhallow_GBT.FP96139_2012",338,8,2.36686390532544
"Eynhallow_GBT.FP96147_2016",1026,348,33.9181286549708
"Eynhallow_GBT.FP96147_2017",572,20,3.4965034965035
"Eynhallow_GBT.FP96151_2008",775,118,15.2258064516129
"Eynhallow_GBT.FP96151_2014",567,43,7.58377425044092
"Eynhallow_GBT.FP96151_2015",654,103,15.7492354740061
"Eynhallow_GBT.FP96151_2016",514,4,0.778210116731518
"Eynhallow_GBT.FP96151_2017",533,56,10.5065666041276
"Eynhallow_GBT.FP96152_2010",671,4,0.596125186289121
"Eynhallow_GBT.FP96152_2011",415,11,2.65060240963855
"Eynhallow_GBT.FP96155_2008",403,3,0.744416873449132
"Eynhallow_GBT.FP96155_2010",568,9,1.58450704225352
"Eynhallow_GBT.FP96155_2011",711,9,1.26582278481013
"Eynhallow_GBT.FP96156_2008",124,7,5.64516129032258
"Eynhallow_GBT.FP96157_2008",149,0,0
"Eynhallow_GBT.FP96157_2010",192,0,0
"Eynhallow_GBT.FP96158_2008",296,4,1.35135135135135
"Eynhallow_GBT.FP96159_2008",530,3,0.566037735849057
"Eynhallow_GBT.FP96159_2009",547,8,1.46252285191956
"Eynhallow_GBT.FP96159_2010",439,6,1.36674259681093
"Eynhallow_GBT.FP96159_2011",483,6,1.24223602484472
"Eynhallow_GBT.FP96160_2008",706,9,1.27478753541076
"Eynhallow_GBT.FP96161_2008",569,5,0.878734622144113
"Eynhallow_GBT.FP96161_2012",296,5,1.68918918918919
"Eynhallow_GBT.FP96162_2008",230,9,3.91304347826087
"Eynhallow_GBT.FP96162_2009",520,9,1.73076923076923
"Eynhallow_GBT.FP96162_2010",518,8,1.54440154440154
"Eynhallow_GBT.FP96162_2011",659,12,1.82094081942337
"Eynhallow_GBT.FP96186_2017",406,3,0.738916256157635
"Eynhallow_GBT.FP96193_2009",612,18,2.94117647058824
"Eynhallow_GBT.FP96193_2010",573,27,4.71204188481675
"Eynhallow_GBT.FP96194_2009",213,5,2.34741784037559
"Eynhallow_GBT.FP96194_2010",239,7,2.92887029288703
"Eynhallow_GBT.FP96194_2011",201,8,3.98009950248756
"Eynhallow_GBT.FP96194_2015",177,8,4.51977401129944
"Eynhallow_GBT.FP96194_2016",219,5,2.28310502283105
"Eynhallow_GBT.FP96195_2009",937,285,30.4162219850587
"Eynhallow_GBT.FP96195_2010",658,139,21.1246200607903
"Eynhallow_GBT.FP96195_2011",838,264,31.5035799522673
"Eynhallow_GBT.FP96195_2014",391,7,1.79028132992327
"Eynhallow_GBT.FP96195_2016",1029,377,36.6375121477162
"Eynhallow_GBT.FP96195_2017",771,282,36.5758754863813
"Eynhallow_GBT.FP96196_2010",595,4,0.672268907563025
"Eynhallow_GBT.FP96196_2016",496,6,1.20967741935484
"Eynhallow_GBT.FP96196_2017",475,6,1.26315789473684
"Eynhallow_GBT.FP96196_2018",590,6,1.01694915254237
"Eynhallow_GBT.FP96196_2019",449,7,1.55902004454343
"Eynhallow_GBT.FP96196_2020",499,3,0.601202404809619
"Eynhallow_GBT.FP96197_2009",235,5,2.12765957446809
"Eynhallow_GBT.FP96197_2010",634,10,1.57728706624606
"Eynhallow_GBT.FP96197_2016",270,5,1.85185185185185
"Eynhallow_GBT.FP96197_2017",412,6,1.45631067961165
"Eynhallow_GBT.FP96197_2018",197,7,3.55329949238579
"Eynhallow_GBT.FP96197_2019",469,12,2.55863539445629
"Eynhallow_GBT.FP96199_2010",474,6,1.26582278481013
"Eynhallow_GBT.FP96199_2011",496,4,0.806451612903226
"Eynhallow_GBT.FP96199_2014",385,3,0.779220779220779
"Eynhallow_GBT.FP96199_2015",527,3,0.569259962049336
"Eynhallow_GBT.FP96199_2016",499,8,1.60320641282565
"Eynhallow_GBT.FP96199_2017",470,4,0.851063829787234
"Eynhallow_GBT.FP96199_2018",505,5,0.99009900990099
"Eynhallow_GBT.FP96199_2019",381,8,2.0997375328084
"Eynhallow_GBT.FP96199_2020",232,6,2.58620689655172
"Eynhallow_GBT.FP96200_2009",964,45,4.66804979253112
"Eynhallow_GBT.FP96218_2010",607,12,1.97693574958814
"Eynhallow_GBT.FP96218_2019",734,10,1.36239782016349
"Eynhallow_GBT.FP96218_2020",677,8,1.18168389955687
"Eynhallow_GBT.FP96219_2010",426,8,1.87793427230047
"Eynhallow_GBT.FP96219_2014",257,6,2.33463035019455
"Eynhallow_GBT.FP96219_2015",297,8,2.69360269360269
"Eynhallow_GBT.FP96219_2016",495,8,1.61616161616162
"Eynhallow_GBT.FP96220_2010",635,6,0.94488188976378
"Eynhallow_GBT.FP96220_2011",659,3,0.455235204855842
"Eynhallow_GBT.FP96224_2010",699,15,2.14592274678112
"Eynhallow_GBT.FP96224_2014",461,9,1.95227765726681
"Eynhallow_GBT.FP96224_2015",492,10,2.03252032520325
"Eynhallow_GBT.FP96224_2018",521,11,2.11132437619962
"Eynhallow_GBT.FP96224_2019",288,8,2.77777777777778
"Eynhallow_GBT.FP96224_2020",489,13,2.65848670756646
"Eynhallow_GBT.FP96225_2016",408,7,1.7156862745098
"Eynhallow_GBT.FP96225_2017",329,3,0.911854103343465
"Eynhallow_GBT.FP96225_2018",454,8,1.76211453744493
"Eynhallow_GBT.FP96226_2010",473,9,1.90274841437632
"Eynhallow_GBT.FP96226_2011",668,33,4.94011976047904
"Eynhallow_GBT.FP96227_2010",295,5,1.69491525423729
"Eynhallow_GBT.FP96228_2010",623,3,0.481540930979133
"Eynhallow_GBT.FP96228_2011",786,3,0.381679389312977
"Eynhallow_GBT.FP96234_2010",554,2,0.36101083032491
"Eynhallow_GBT.FP96234_2015",484,7,1.44628099173554
"Eynhallow_GBT.FP96234_2017",487,3,0.616016427104723
"Eynhallow_GBT.FP96235_2010",411,9,2.18978102189781
"Eynhallow_GBT.FP96288_2007",1398,157,11.2303290414878
"Eynhallow_GBT.FP96304_2014",318,4,1.25786163522013
"Eynhallow_GBT.FP96325_2009",212,3,1.41509433962264
"Eynhallow_GBT.FP96328_2008",146,5,3.42465753424658
"Eynhallow_GBT.FP96328_2010",288,5,1.73611111111111
"Eynhallow_GBT.FP96328_2011",184,5,2.71739130434783
"Eynhallow_GBT.FP96328_2014",166,5,3.01204819277108
"Eynhallow_GBT.FP96329_2007",629,119,18.9189189189189
"Eynhallow_GBT.FP96329_2008",643,202,31.4152410575428
"Eynhallow_GBT.FP96329_2009",705,56,7.94326241134752
"Eynhallow_GBT.FP96329_2010",583,39,6.68953687821612
"Eynhallow_GBT.FP96329_2011",605,14,2.31404958677686
"Eynhallow_GBT.FP96329_2015",426,1,0.234741784037559
"Eynhallow_GBT.FP96329_2016",585,27,4.61538461538462
"Eynhallow_GBT.FP96329_2018",543,64,11.7863720073665
"Eynhallow_GBT.FP96332_2007",696,0,0
"Eynhallow_GBT.FP96344_2017",279,5,1.7921146953405
"Eynhallow_GBT.FP96344_2018",229,2,0.873362445414847
"Eynhallow_GBT.FP96344_2019",529,3,0.56710775047259
"Eynhallow_GBT.FP96344_2020",278,3,1.07913669064748
"Eynhallow_GBT.FP96361_2014",716,8,1.11731843575419
"Eynhallow_GBT.FP96361_2015",671,8,1.19225037257824
"Eynhallow_GBT.FP96377_2016",176,5,2.84090909090909
"Eynhallow_GBT.FP96377_2017",218,4,1.8348623853211
"Eynhallow_GBT.FP96378_2016",337,8,2.37388724035608
"Eynhallow_GBT.FP96378_2017",267,7,2.62172284644195
"Eynhallow_GBT.FP96381_2015",397,6,1.51133501259446
"Eynhallow_GBT.FP96381_2016",526,3,0.570342205323194
"Eynhallow_GBT.FP96381_2017",726,4,0.550964187327824
"Eynhallow_GBT.FP96381_2018",391,5,1.27877237851662
"Eynhallow_GBT.FP96399_2014",430,4,0.930232558139535
"Eynhallow_GBT.FP96399_2015",249,5,2.00803212851406
"Eynhallow_GBT.FP96399_2016",313,5,1.59744408945687
"Eynhallow_GBT.FP96399_2017",286,5,1.74825174825175
"Eynhallow_GBT.FP96399_2018",343,5,1.45772594752187
"Eynhallow_GBT.FP96399_2019",1411,395,27.9943302622254
"Eynhallow_GBT.FP96400_2014",669,9,1.34529147982063
"Eynhallow_GBT.FP96400_2015",902,19,2.10643015521064
"Eynhallow_GBT.FP96400_2016",744,7,0.940860215053763
"Eynhallow_GBT.FP96400_2017",560,9,1.60714285714286
"Eynhallow_GBT.FP96400_2018",1047,69,6.59025787965616
"Eynhallow_GBT.FP96400_2019",328,3,0.914634146341463
"Eynhallow_GBT.FP96491_2018",492,3,0.609756097560976
"Eynhallow_GBT.FP96492_2014",625,6,0.96
"Eynhallow_GBT.FP96492_2016",793,4,0.504413619167718
"Eynhallow_GBT.FP96492_2017",528,6,1.13636363636364
"Eynhallow_GBT.FP96492_2018",492,5,1.01626016260163
"Eynhallow_GBT.FP96493_2014",400,7,1.75
"Eynhallow_GBT.FP96493_2015",256,3,1.171875
"Eynhallow_GBT.FP96494_2014",755,13,1.72185430463576
"Eynhallow_GBT.FP96498_2014",264,5,1.89393939393939
"Eynhallow_GBT.FP96500_2018",331,7,2.11480362537764
"Eynhallow_GBT.FP96500_2019",300,6,2
"Eynhallow_GBT.FP96500_2020",408,39,9.55882352941176
"Eynhallow_GBT.FR77703_2010",667,6,0.899550224887556
"Eynhallow_GBT.FR77703_2011",797,8,1.00376411543287
"Eynhallow_GBT.FR77804_2016",511,15,2.93542074363992
"Eynhallow_GBT.FR77804_2017",389,8,2.05655526992288
"Eynhallow_GBT.FR77804_2018",586,6,1.02389078498294
"Eynhallow_GBT.FR77804_2019",517,4,0.773694390715667
"Eynhallow_GBT.FR77804_2020",403,8,1.98511166253102
"Eynhallow_GBT.FR77822_2010",304,3,0.986842105263158
"Eynhallow_GBT.FR77822_2011",418,5,1.19617224880383
"Eynhallow_GBT.FR77890_2014",226,8,3.53982300884956
"Eynhallow_GBT.FR77890_2015",206,8,3.88349514563107
"Eynhallow_GBT.FR77890_2016",202,8,3.96039603960396
"Eynhallow_GBT.FR77890_2017",218,8,3.6697247706422
"Eynhallow_GBT.FR77984_2008",765,8,1.04575163398693
"Eynhallow_GBT.FR77985_2011",487,6,1.23203285420945
"Eynhallow_GBT.FS68841_2014",260,7,2.69230769230769
"Faroe.Islands_DKC.4074923_2015",593,2,0.337268128161889
"Faroe.Islands_DKC.4294430_2015",351,7,1.99430199430199
"Faroe.Islands_DKC.4294439_2015",492,3,0.609756097560976
"Faroe.Islands_DKC.4294439_2016",663,5,0.754147812971342
"Faroe.Islands_DKC.4294440_2015",992,5,0.504032258064516
"Faroe.Islands_DKC.4294442_2015",411,8,1.94647201946472
"Faroe.Islands_DKC.4294448_2015",581,3,0.516351118760757
"Faroe.Islands_DKC.4294448_2016",893,14,1.56774916013438
"Faroe.Islands_DKC.4294450_2015",705,3,0.425531914893617
"Faroe.Islands_DKC.4298152_2020",741,24,3.23886639676113
"Faroe.Islands_DKC.4298251_2017",554,8,1.44404332129964
"Faroe.Islands_DKC.4298251_2018",500,8,1.6
"Faroe.Islands_DKC.4298251_2019",467,13,2.78372591006424
"Faroe.Islands_DKC.4298255_2017",817,5,0.611995104039168
"Faroe.Islands_DKC.4298258_2017",964,9,0.933609958506224
"Faroe.Islands_DKC.4298263_2017",899,298,33.1479421579533
"Faroe.Islands_DKC.4F.3042_2020",327,2,0.611620795107034
"Faroe.Islands_DKC.4F0156_2016",447,0,0
"Faroe.Islands_DKC.4F0156_2017",361,0,0
"Faroe.Islands_DKC.4F0158_2016",714,4,0.560224089635854
"Faroe.Islands_DKC.4F0158_2017",784,10,1.27551020408163
"Faroe.Islands_DKC.4F0160_2016",556,4,0.719424460431655
"Faroe.Islands_DKC.4F0161_2016",489,4,0.81799591002045
"Faroe.Islands_DKC.4F0161_2017",666,49,7.35735735735736
"Faroe.Islands_DKC.4F0164_2016",596,40,6.71140939597315
"Faroe.Islands_DKC.4F0164_2017",432,2,0.462962962962963
"Faroe.Islands_DKC.4F0166_2016",708,8,1.12994350282486
"Faroe.Islands_DKC.4F0166_2017",587,11,1.87393526405451
"Faroe.Islands_DKC.4F0167_2016",872,10,1.14678899082569
"Faroe.Islands_DKC.4F0168_2016",765,2,0.261437908496732
"Faroe.Islands_DKC.4F0169_2016",598,5,0.836120401337793
